id,created,updated,title,content,tags,product,topic,locale,answers,creator
1496634,2025-03-01 06:05:32 -0800,2025-03-03 12:01:14 -0800,Trouble importing Outlook data into Thunderbird,"<p>Owing to a price rise in MS Office, I had been looking to move to free software. Unfortunately for email this isn't working. I have downloaded Thunderbird and have tried to transfer my Outlook data there. I started two weeks ago and on average believe the process has been running a few hours a day, for much of the time when I look occupying 0% of CPU capacity, and most of the time not rising above 1%. The import has been stuck at 33% for that time, which I assume means that it imported Accounts and Settings or Address Books quickly and is taking a very long time to import Mail Messages. (It imported the couple of month's worth on webmail quite quickly.) Likely this is owing to the size of the Outlook file, 5 GB. Does this essentially make the transfer impossible? For how large a file could Thunderbird do a successful import? </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1715659;1715881;,pgillott06
1496639,2025-03-01 07:07:52 -0800,2025-03-03 07:51:02 -0800,Email problems Each time I reply to an email there reply that I get is fresh email instead of a continuation of the dialogue.,<p>I cannot get joined up email responses Thunderbird. Each time I reply to an email the reply that I get is fresh email instead of a continuation of the dialogue. </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1715584;,sandysandaver
1496643,2025-03-01 07:42:08 -0800,2025-03-02 11:39:44 -0800,Missing smtp line on saved passwords,"<p>I have several email account set up with Comcast and am able to sign on to all but one with Thunderbird. That one gives me the login has failed message to enter new password or try again. I've compared the settings on that account with the others that work and they appear to be correct. However when I check saved passwords, that account is missing the smtp line for the POP account. At this point, I've run out of ideas of what to do, short of deleting that account on Thunderbird and setting it up as a new account. Help! Thanks. </p>",thunderbird;passwords-and-sign-in;,thunderbird,passwords-and-sign-in,en-US,1715658;1715711;,west4115
1496649,2025-03-01 08:10:27 -0800,2025-03-03 07:16:33 -0800,Porting from Windows to Linux,"<p>I have a Thunderbird email account on a Windows PC &amp; wish to move it to a new Linux PC. On Windows I used the Export facility to save the entire account to a zip file, transferred that file to Linux &amp; used the Thunderbird import facility. </p><p>This failed immediately... </p> <ul><li> The Thunderbird main desktop window vanished, leaving no progress feedback. </li><li> I gave it quite a long time to complete the process but there was no further feedback. </li><li> I then right-clicked the icon, <em>Quit</em> Thunderbird &amp; re-started it. No desktop window opened. </li><li> The only thing that worked from the right-click pop-up was the <em>Write New Message</em> function which did open a new email message. </li><li> I then uninstalled Thunderbird selecting the full uninstall option to get rid of any account data, &amp; re-installed it. </li><li> Still the same problem: no main desktop window, &amp; only <em>Write New Message</em> works. </li></ul> <p>Any advice on what may be wrong &amp; how to fix it would be much appreciated. </p>",thunderbird;installation-and-updates;,thunderbird,installation-and-updates,en-US,1715622;1715803;,headlamp.proximity12
1496654,2025-03-01 08:26:24 -0800,2025-03-01 10:44:42 -0800,Files and folders disappeared,"<p>Hi community, yesterday I was in thunderbird and suddenly a loud noise came out of my laptop and I was not able to do anything anymore. I took the energy of it and later started it again. Then I saw a new version of thunderbird was opening and I tried to continue with this one. But everything I had in my private account, files, subfiles and addressbook were gone. Only the inbox was still there.  Can you let me know why this happened and how I can recover all my private stuff. Among them are very important e-mail exchanges with authorities and addresses. Please note that I am only an ordinary user without any profound knowledge of informatics. Thanks.'<em><strong>bold text'</strong></em> </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1715585;,ursula.widmaier
1496655,2025-03-01 08:33:05 -0800,2025-03-01 10:50:16 -0800,fandemental understanding,"<p>Greatings.  i am confused about alot of things, maybe everything  to be honest it too much to comprehend. i dont know what reall whats not. i see shadows i feel people around me but no communication, somtimes i feel like i am doing somthing right and sometimes its like i am hurting people. which leavs me in fear of not doing anything that might hurt someone els. and i dont know who is who. i dont know who is a friend and who is not. i am just like a blind def man caught up in war or business. how come i can feel everything but i cant see with clarity and hear anything. sometimes i tell my self may this is fake a dream or sothing but the movment of every indevetual is coordinated. they know what they are doing. i realy want to know i am i losing my mind or there is some reality to these.! </p>",thunderbird;accessibility;,thunderbird,accessibility,en-US,1715586;,gueerstevendhieu
1496660,2025-03-01 08:54:14 -0800,2025-03-01 08:54:14 -0800,Change calendar week numbering to reflect business/tax year for example?,<p>Is it possible to change the week numbering in Calendar to reflect the start of a business/tax new year instead of the calendar year? </p>,thunderbird;settings;,thunderbird,settings,en-US,"",mail2316
1496666,2025-03-01 09:23:53 -0800,2025-03-01 10:09:10 -0800,2FA for Thunderbird app on desktop pc,"<p>I have &amp; use the T-Bird app on my desktop pc. I have it set up with a password for access when I click on the system tray icon to launch the program. It then asks me for my password, all good, yes, just as needed for security. But, as with other apps, I would like a second layer of security such as 2FA. I have an authenticator app on mobile phone for this additional layer of security for all my other apps, works great. I can't find this second layer of security on the T-Bird app, is it available, if so, where is it? Thank you. </p>",thunderbird;passwords-and-sign-in;,thunderbird,passwords-and-sign-in,en-US,1715579;,sunriver223
1496675,2025-03-01 11:02:39 -0800,2025-03-01 12:44:12 -0800,Cannot get inbox,<p>How do I get to retrieve my inbox (messages) </p>,thunderbird;accessibility;,thunderbird,accessibility,en-US,1715605;1715611;1715612;,wgibbs8
1496681,2025-03-01 11:33:33 -0800,2025-03-01 13:04:58 -0800,directing emails to folders,"<p>is it possible automatically direct email to specific folder upon download, I do not see an option to do so. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1715618;,steve.peasnall
1496682,2025-03-01 11:34:06 -0800,2025-03-01 11:34:06 -0800,Emails With 2-Factor Authentication,"<p>Hi, </p><p>I, I have my own domain name with some custom email addresses which I have been able to setup in Thurdbird successfully. The email software provided by the site host includes the option for 2-factor authentication which I have setup, but don't appear to be able to be able to use with Thunderbird. </p><p>I will note that the 2 factor authentication is using the Authy app where it generates a new code to enter every 30 seconds(and this is the only type of 2FA available on the email software from the site host). Is this just flat out not compatible with Thunderbird? If so are there any suggestions for what to do in this scenario? </p><p>I will note that I am using Thunderbird on Linux Mint &amp; Android. </p>",thunderbird;passwords-and-sign-in;,thunderbird,passwords-and-sign-in,en-US,"",danielrobertsanders
1496684,2025-03-01 11:51:42 -0800,2025-03-01 11:51:42 -0800,recurring email problems  - non stop scrolling inbox,"<p>After trying to delete a large batch of emails from my primary account inbox, on restart, the files  appear to return and the inbox won't stop scrolling, making it next to impossible to isolate and read new email (the list of messages keeps scrolling) Is there a way to delete or archive to stop the older incoming emails from reappearing in the inbox? </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",jdecrist
1496685,2025-03-01 12:02:09 -0800,2025-03-01 19:19:08 -0800,Numeric keys not working,"<p>I am using Thunderbird 115.18.0 under Windows 7 SP1. </p><p>Often, when composing a message in the Write application, all of a sudden I cannot input numeric characters. This is true of both the numeric keys on the main QWERTY keyboard and the keys on the numeric cluster. </p><p>All other keys then work properly. With Shift,he numeric keys on the main QWERTY keyboard input the expected characters. </p><p>Almost always, if I Save the message being composed, with Ctrl+S, (maybe several times) these keys will then work for a while, then stop working. </p><p>I do not have any such problem with my many dozens of other applications that provide for keyboard input. </p><p>What could be causing this, and how can I cure it? </p><p>Thanks. </p><p>Doug </p>",thunderbird;performance-and-connectivity;,thunderbird,performance-and-connectivity,en-US,1715657;,DougKerr
1496689,2025-03-01 12:21:23 -0800,2025-03-01 19:09:24 -0800,135.0.1 Mozilla Browser: problems with the SAVING-function in the 'Application Menu' does NOT PROPERLY WORK!,"<p>thorsak 2/23/25, 2:49 PM </p><p>February 23, 2025 </p><p>Hi: I've just recently installed 135.0.1 Mozilla Browser and have found that the file SAVING-function in the 'Application Menu' does NOT PROPERLY WORK: it records my message-title but NOT the contents (0-bytes!) -I never had such a basic issue in many years of very satisfactory Browser-use ...am I have a wrong setting somewhere and is there any quick fix please ...? - Email me when someone answers the thread ...MANY THANKS, Tony H. </p><p>P.S.: Please send me a link where I'd get a help since I'm NOT GETTING ANY HELP FOR SEVERAL WEEKS ...! Thanks-Tony H. </p>",thunderbird;installation-and-updates;,thunderbird,installation-and-updates,en-US,1715655;,thorsak
1496691,2025-03-01 12:25:57 -0800,2025-03-01 19:15:54 -0800,135.0.1 Mozilla Browser: have found that the file SAVING-function in the 'Application Menu' does NOT PROPERLY WORK!,"<p>thorsak Today at 12:21 PM </p><p>thorsak 2/23/25, 2:49 PM </p><p>February 23, 2025 </p><p>Hi: I've just recently installed 135.0.1 Mozilla Browser and have found that the file SAVING-function in the 'Application Menu' does NOT PROPERLY WORK: it records my message-title but NOT the contents (0-bytes!) -I never had such a basic issue in many years of very satisfactory Browser-use ...am I have a wrong setting somewhere and is there any quick fix please ...? - Email me when someone answers the thread ...MANY THANKS, Tony H. </p><p>P.S.: Please send me a link where I'd get a help since I'm NOT GETTING ANY HELP FOR SEVERAL WEEKS ...! Thanks-Tony H. </p>",thunderbird;installation-and-updates;,thunderbird,installation-and-updates,en-US,1715606;1715614;1715656;,thorsak
1496695,2025-03-01 13:10:46 -0800,2025-03-01 16:18:50 -0800,Thunderbird System Notification customization,"<p>Thunderbird 128.7.1esr (64-bit) </p><p>There is a serious lack of customization for system notifications. And I consider this a problem. </p><p>I specifically want to disable email server authentification failure notifications. MS email servers just occasionally drop an authentification request, and I don't want to be alerted every time it does. Wait 10 minutes and it'll work again, I don't need to see every failure. </p><p>I'm probably just going to end up blocking the app from system notifications entirely. But figured I'd ask, just in case there is something I'm missing. </p><p>Also, there isn't any easy way to get to Advanced Settings from the Tools &gt; Settings menu, short of typing about:config into the box. </p>",thunderbird;settings;,thunderbird,settings,en-US,1715640;,james.kaelin
1496696,2025-03-01 13:11:56 -0800,2025-03-01 13:11:56 -0800,I accidently dismissed all my daily tasks by selecting the Dismiss All button.,"<p>I accidently dismissed all my daily tasks by selecting the Dismiss All button.  How do I see my daily tasks again. Note that I did not delete any tasks, I only dismissed them. </p>",thunderbird;settings;,thunderbird,settings,en-US,"",nicholsonp2020
