id,created,updated,title,content,tags,product,topic,locale,answers,creator
1503194,2025-04-01 17:27:37 -0700,2025-04-02 04:36:29 -0700,sending and receivig mail,<p>connect Thundrbird to mail SMPT w.majewski7@chello.pl </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1722805;,w.majewski7
1503195,2025-04-01 17:31:27 -0700,2025-04-02 07:00:23 -0700,nie można połączyć się z serverem,"<p>connect w.majewski7@chello.pl to server <a href=""http://pop.chello.pl"" rel=""nofollow"">pop.chello.pl</a> </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1722832;,w.majewski7
1503214,2025-04-01 21:20:25 -0700,2025-04-01 21:20:25 -0700,"Sent items showing up in inbox - behaviour started today: April 1, 2025","<p>Starting today, (April 1, 2025 - coincidence?) my sent mail doesn't go to the 'sent items' folder, it shows up in the inbox.  Yesterday, sent message appeared in the 'sent items' folder, today, they're appearing in the inbox (it's unclear to me if they're actually being sent - I'm working on confirming that).  I haven't changed any settings.   </p><p>I have ""Place replies in the folder of the message being replied to"" checked, but I've always had that checked so no change there.  In addition. 'Place a copy in ""Sent"" Folder on:..."" is also selected but set items are suddenly not showing up there.   </p><p>THunderbird 128.8.0esr (64-bit) running on Win 10 </p><p>Edit: I just updated to 128.9.0esr (64-bit) to see if that makes a difference but it doesn't. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",bucky1
1503215,2025-04-01 21:25:08 -0700,2025-04-02 00:55:02 -0700,I am unable to receive emails from one specific sender,"<p>I am unable to receive emails from a specific sender, Mr. A. </p><p>Mr. A is sending emails to multiple recipients simultaneously, but only I am unable to receive his emails. </p><p>When Mr. A sends an email to Mr. B, and Mr. B forwards it to me, I still do not receive it. </p><p>I am able to receive emails from other senders without any issues. </p><p>When Mr. A's email fails to deliver to me, he receives the following error message:This is the mail system at host <a href=""http://sv159.xbiz.ne.jp"" rel=""nofollow"">sv159.xbiz.ne.jp</a>. </p><p>I'm sorry to have to inform you that your message could not be delivered to one or more recipients. It's attached below. </p><p>For further assistance, please send mail to postmaster. </p><p>If you do so, please include this problem report. You can delete your own text from the attached returned message. </p><pre>                  The mail system </pre> <p>&lt;k.kojima@ks<a href=""http://-factory-2014.com"" rel=""nofollow"">-factory-2014.com</a>&gt;: permission denied. Command output: maildrop: </p><pre>   maildir over quota. </pre>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1722784;,ks012
1503227,2025-04-01 22:45:26 -0700,2025-04-02 07:24:55 -0700,Email attachment,"<p>HI, I cannot attach a Word document to an Email. Comes up with (name of document)  ""not implemented"" </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1722823;1722838;,gerard.p
1503234,2025-04-02 00:08:55 -0700,2025-04-02 00:08:55 -0700,Synchronisatie Google contacten op Thunderbird android tablet vrouw?Synchronisatie Google contacten op Thunderbird android tablet vrouw?,"<p>Beste, </p><p>Onderstaande bericht/review gepost op 31 maart 2025. Thunderbird: Free Your Inbox Your rating:★★ </p><pre>Bij installeren TB voor Android op tablet partner, zijn mijn Google contacten gesynchroniseerd ipv die van mijn partner, vind nergens instelling om dit aan te passen. Standaard start de tablet op met mijn google account, echter mijn partner beschikt over een eigen google account met gmail en contacten. Hopelijk kan iemand mij een oplossing bieden om dit probleem op te lossen. Alvast bedankt </pre> <p>Reactie van ontwikkelaar: Het spijt ons dat je dit probleem hebt! Helaas kunnen bepaalde merken en modellen apparaten problemen hebben met de standaard Google-accounts en het instellen van de app. Open een ondersteuningsvraag bij Instellingen &gt; Krijg hulp met nuttige informatie om onze supportmedewerkers te helpen dit probleem op te lossen! (Vertaald met DeepL) </p><p>Als extra toevoeging aan mijn vraag. Heb Thunderbird voor desktop PC en Laptop Windows 10/11 eveneens geïnstalleerd, bij deze versie kun je de gekoppelde contacten zien en de eigenschappen raadplegen, zie afbeelding CardDAV URL. Indien ik dergelijke instellingen op de android tablet van mijn vrouw zou kunnen openen of raadplegen, met de werkwijze hoe ik de CardDAV URL link kan aanpassen naar de google contacten van mijn vrouw is mogelijks het probleem opgelost. Echter, in tegenstelling tot de desktopversie Windows, heb je bij de Android-versie niet de mogelijkheid om aan de linkerkant van het scherm te kiezen tussen e-mail, contacten, agenda, taken, chat, afbeelding. </p><p>Alvast bij voorbaat bedankt voor jullie hulp en ondersteuning. Met vriendelijke groeten, Edwin </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,nl,"",Edwin_Moz
1503239,2025-04-02 00:40:24 -0700,2025-04-02 04:40:30 -0700,Sorting folders in Thunderbird,<p>I know there is a way to just drag an account to sort them in thunderbird but is there a way to actually sort the folders in the accounts? I use to use the manually sort folders addon in the older version to do this but since it doesn't work on the new version i'm hoping someone knows how to do this. </p>,thunderbird;settings;,thunderbird,settings,en-US,1722806;,tbundy00
1503240,2025-04-02 00:48:04 -0700,2025-04-02 03:02:49 -0700,mail verzenden uit,<p>Ik kan geen mails verzenden na een update kan dat terug gezet worden naar de vorige update. </p><p>Jullie verwijzen naar poort 25 dat geblokkeerd is maar is er geen omleiding via een andere poort en wanneer komt de oplossing voor dit probleem... </p><p>mvg </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,nl,1722793;,enzofer.marc
1503243,2025-04-02 01:13:32 -0700,2025-04-02 01:13:32 -0700,On my windows Laptop I have started getting a login failed message,"<p>Login to server <a href=""http://imap.virginmedia.com"" rel=""nofollow"">imap.virginmedia.com</a> with username micktravers@ntlworld.com failed. </p><p>I have cheked password in settings and I am entering the correct one. I can access email via my phone. </p>",thunderbird;passwords-and-sign-in;,thunderbird,passwords-and-sign-in,en-US,"",Micktravers
1503244,2025-04-02 01:29:30 -0700,2025-04-02 01:29:30 -0700,Sähköpostiin vastaaminen,"<p>Kun yritän vastata saamaani sähköpostiviestiin tai lähettää uutta, saan tietokoneen ruudulle palautteen: ""Viestin lähettäminen epäonnistui.  Viestiä ei voitu lähettää, koska yhteyttä lähtevän postin palvelimeen (SMTP) <a href=""http://smtp.kolumbus.fi"" rel=""nofollow"">smtp.kolumbus.fi</a> ei onnistuttu luomaan."" eli oman viestin lähettäminen ei onnistu. Mitkä ovat hyvät toimintaohjeet, jotta ongelma poistuu? </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,fi,"",team.kilpelainen
