id,created,updated,title,content,tags,product,topic,locale,answers,creator
1489459,2025-01-29 16:25:16 -0800,2025-01-29 23:23:24 -0800,locking folder order,"<p>I have about 100 folders in Thunderbird with some four levels deep. My problem is that every time a click on a folder, if I slide the folder up or down just a bit while clicking, it will move the folder into a sub-folder of the adjacent folder. Is there any way to prevent this by locking the folder order or disabling this function? </p>",thunderbird;settings;,thunderbird,settings,en-US,1707682;,wizengy
1489460,2025-01-29 16:25:16 -0800,2025-01-29 22:26:37 -0800,locking folder order,"<p>I have about 100 folders in Thunderbird with some four levels deep. My problem is that every time a click on a folder, if I slide the folder up or down just a bit while clicking, it will move the folder into a sub-folder of the adjacent folder. Is there any way to prevent this by locking the folder order or disabling this function? </p>",thunderbird;settings;,thunderbird,settings,en-US,1707675;,wizengy
1489461,2025-01-29 16:28:29 -0800,2025-01-29 23:21:59 -0800,i can't get my emails,<p>can't get my emails </p>,thunderbird;email-and-messaging;needsinfo;,thunderbird,email-and-messaging,en-US,1707681;,ebreed
1489466,2025-01-29 16:52:45 -0800,2025-01-30 09:52:03 -0800,"Suddenly cannot send emails, except in Trouble-shooting mode","<p>Hello! ... Suddenly I cannot send emails from Thunderbird. I still receive incoming emails as normal, and all other functions seem to work. But I cannot send. When I switch to Trouble-shooting mode, I can send emails, but when I switch back to regular mode, I can't send. I can save the email, but when I click ""send"" the send button and all the other buttons at the top of the window fade, and nothing happens. I have not changed any settings in Thunderbird or my email provider (Kolabnow). I have checked and the settings are exactly as Kolab requires: <a href=""http://smtp.kolabnow.com"" rel=""nofollow"">smtp.kolabnow.com</a> .... Port 465 ... SSL/TLS.  Thunderbird updates automatically, so I'm running the latest version. I'm on Mac OS 13.5.2 (Ventura). How do I fix this? Are others reporting the same problem?  (I have tested and can still send emails from Kolab's web site, just not from Thunderbird.) </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1707674;1707777;1707787;1707829;,pigeonsontheroof
1489467,2025-01-29 17:01:54 -0800,2025-01-29 23:21:45 -0800,Trouble connecting with The Messaging Co,"<p>With both the old and now new laptop, cannot get my mail from the messaging Co, but can from their weblink. Ongoing correspondence has given me the in and outgoing servers, all to no avail. This has been going on for over a year. Ingoing port 993. Outgoing 465 Very occasionally I get some mail come in, strangely enough. All outgoing comes back as ""timed out"" Any clues please. John </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1707680;,meowngame
1489469,2025-01-29 17:15:37 -0800,2025-01-29 19:45:59 -0800,Unable to connect to my ISP email server - Thunderbird claiming wrong username/password or configuration problem,"<p>Hi, I have been using Thunderbird for a long time and never had any issues until last Thursday.  I was able to connect to my ISP email server but it ended up showing no new emails even though I know that I have emails as I am able to see them on my iPhone. So thinking that something changed, I removed my account details from Thunderbird and try to reconnect.  The first stage, the detection of my ISP email server passed with no problems. </p><p>See the first attachment. </p><p>So after seeing this, I click on the Done button and then the problem arises. </p><p>See the second attachment. </p><p>Now to cover some other important information. I talked with my ISP and we checked the configuration manually that is shown in both attachments and they were completely correct to their files.  No deviation in any manner.  We trip POP3 and also IMAP settings and still got the same error as the second attachment. I and the tech support person from my ISP also checked the typing of my password, the original one and even the new password 10x.  I also typed each character of my password slowly, just in case I typed it wrong having it visible to me and invisible to me and still got the same error as the second attachment. Also the images are from today January 29, 2025 approximately from the last 20 minutes.  So this is fresh for an attempt to connect to my ISP email server, not just from some previous attempt. </p><p>Hopefully I can get a work around from the forum.  Oh, one more thing I have the latest Mozilla Thunderbird that is available and that is Version 128.6.1esr (64-bit) as I had updated it before I attempted to connect to the ISP email server.  I have done no uninstalls. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1707668;,pintaric
1489470,2025-01-29 17:27:45 -0800,2025-01-29 22:22:57 -0800,hotmail oath2 setup,"<p>You need to provide customers a definitive guide to Microsoft's Oauth2 sign in setup! </p><p>Or, </p><p>I like many others </p><p>Will scrap your great email app after many, many years of use. </p><p>Microsoft will win 'resistance is futile' </p><p>Regards S </p>",thunderbird;passwords-and-sign-in;,thunderbird,passwords-and-sign-in,en-US,1707673;,rognets
1489473,2025-01-29 17:44:52 -0800,2025-01-29 17:44:52 -0800,Print all messages in folder to a single PDF?,"<p>I'm using 128.6.0esr (64-bit) on fedora40 and would like to print all messages in a single folder to a single PDF. I have PrintingTools NG installed, but it also doesn't appear to have that option. </p><p>I remember many, many years ago being able to do this with the regular print option, but now it just appears to create individual PDFs for each message. </p><p>btw, I could also use a command-line script independent of Thunderbird, and thought I had a perl script to do this many years ago, but it appears that is no longer around either&nbsp;:-) </p><p>Any ideas greatly appreciated. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,"",gosssamer
1489478,2025-01-29 18:49:56 -0800,2025-01-30 01:45:28 -0800,"POP E-mails stopped downloading on 1/27/25 in Thunderbird, AND Occasionally tries to download the same message repeatedly, WHILE defaulting inbox layout settings only on that e-mail account repeatedly after I correct it each time","<p>POP E-mails stopped downloading on 1/27/25 in Thunderbird, AND Occasionally tries to download the same message repeatedly, WHILE defaulting inbox layout settings only on that e-mail account repeatedly after I correct it each time... </p><p>What is causing this? </p><p>I am running 2 e-mails from my own domain, and 1 Gmail all within Thunderbird. While the above problem is occurring in 1 of my own domain accounts, it ALSO began only selectively downloading messages in my Gmail in Thunderbird and in the other personal domain account (same domain as the e-mail with the above problem), but with no inbox layout defaulting. </p><p>Very weird. Please help if anyone has info on this. Thank you! </p><p>I also noticed in the past few weeks that Thunderbird began doing this defaulting of the layout of that one e-mail account then too after the 128.6.0 update, but now these other problems as of 1/27/25. </p>",thunderbird;email-and-messaging;needsinfo;,thunderbird,email-and-messaging,en-US,1707696;1707711;1707714;1707718;,nrzenguitar
1489479,2025-01-29 18:53:05 -0800,2025-01-29 18:53:05 -0800,Thunderbird timing out and not sending messages,"<p>Hi. I'm using the latest version of thunderbird and i have a problem. I am using a university provided account which needs me to log in using microsoft authenticator. i have logged into this account using thunderbird, and after a lot of work, i have finally set things up so i can send out a message. there's only one problem: </p><p><strong>Whenever i try to send out a message, all i get is a time out error (see attached pictures)"""" </strong> </p><p>This is very annoying, as neither of the two buttons do anything. i can't log in to re-enter my password, since that just puts another loading screen followed by the same error, and you can already guess what happens if i try to send the message again.  </p><p>I have seen a few older posts talking about similar issues with hotmail accounts and the like, but i am certain my settings are correct, as seen in the attached picture. </p><p>What am i doing wrong? this is quite the urgent matter, so i would appreciate your help immensely. </p><p>Thank you. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,es,"",hdez.sam2004
1489480,2025-01-29 19:10:43 -0800,2025-01-30 00:13:57 -0800,Best E-mail provider to use.,"<p>The issue:  I am 20 year Outlook (Microsoft Office Outlook version and I love it) user with Comcast/Xfinity email.  I no longer use Comcast (Xfinity) as the  Internet Service Provider.  Xfinity/Comcast lets me keep the address (for an undetermined amount of time). Our new home Internet Service Provider is AT&amp;T.  </p><p>I have been running into issues with the “in and out box” on outlook. I get error messages that are way above my knowledge. But eventually emails leave (6:00PM to be exact).  I am considering starting all over and getting away from the “way too complicated” Outlook.  </p><p>My thoughts are; I need a new e-mail address and new software.  </p><p>Question: If I choose Thunderbird, would it be best to open an AT&amp;T/Yahoo email address? AT&amp;T is going to be involved anyway since they are the I.S.P.  I want to eliminate a player. The current players are Comcast/Xfinity – Outlook – AT&amp;T.     Your thoughts and suggestions are appreciated. I credit “Ask Leo” for recommending Thunderbird. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1707679;,gmcrick
1489484,2025-01-29 19:29:41 -0800,2025-01-30 02:40:54 -0800,Old mail received continuously,"<p>Thunderbird configuration is <a href=""http://pop.gmail.com"" rel=""nofollow"">pop.gmail.com</a> And my issue is old mail continuously recieved  Storage path is local d drive. Please help </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1707665;1707727;,sweet.pie.4261
1489490,2025-01-29 21:09:56 -0800,2025-01-30 13:04:53 -0800,Email address not downloading or in unified inbox,"<p>I just noticed that one of my minor email addresses  (see red arrow)has not downloaded an email since September. Also, it does not appear in my inbox. How do I fix this. The relevant account settings are identical to the other accounts in the unified inbox </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1707672;1707695;1707741;1707814;1707821;1707870;1707877;,keithinoz1
1489493,2025-01-29 21:33:52 -0800,2025-01-30 15:00:03 -0800,Duplicate emails,<p>When I send an email it sends it twice to the same email address.  Any way to fix this </p>,thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1707886;1707903;1707906;,larrycascade
1489499,2025-01-29 22:19:57 -0800,2025-01-29 23:17:38 -0800,thunderbird,"<p>hi i have recently lost my email from sending and receiving i had to get some one to sort my email out and they advised me to use outlook but that is constantly playing up, i would like to keep Thunderbird as i was happy with it until i had this problem can you help me to restore Thunderbird and get rid of outlook &nbsp;? </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1707678;,nelse
1489502,2025-01-29 22:59:45 -0800,2025-01-30 00:29:50 -0800,Thunderbird fails to enter correct FROM address when forwarding received email as attachment. FROM address should be the one which received the mail.,"<p>When I receive email in Thunderbird software (128.6.0esr - latest stable for my distribution), right click it, select ""Forward and Redirect"" and then ""As attachment"", the FROM email address is set to my default SMTP server account email address (Edit &gt; Account settings &gt; scroll down to the bottom and click ""Outgoing server (SMTP)"" ). </p><p>On another hand when i just reply same email, it uses correct FROM address of mine (the one which received the mail). How to fix it so the Forwarding as attachment does not use my default email, but the email of mine, which received the now forwarded message? </p><p>I think that it should be default for privacy reason so TB does not help me accidentally ""contaminate"" my recipient identity with my main/default identity. </p>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,en-US,1707692;,lkeewp
1489504,2025-01-29 23:16:45 -0800,2025-01-30 00:31:35 -0800,Mizí zprávy ze složek,"<p>Dobrý den,  </p><pre>uložím zprávu do vytvořené složky  a druhý den tam není.. nemůžu najít </pre>",thunderbird;email-and-messaging;,thunderbird,email-and-messaging,cs,1707693;,vahyolomouc
1489508,2025-01-29 23:40:26 -0800,2025-01-30 00:39:24 -0800,Google Calendars ask to reauthorize after every startup,"<p>I have 3 Google calendars added to Thunderbird. After every startup I get a popup with the Google authorization page for every calender asking me to authorize access. I already tried removing all Calendars, cleaning the cache, resetting all calendar/google related settings in the config editor and readding teh calendars. </p><p>Is there a way to avoid the reauthorizations after each startup and have Thunderbird access permanently authorized? </p><p>There are no add-ons except Owl for Exchange (needed for my work outlook account) and Compact Headers.  </p><p>Thunderbird is version 128.6.1esr on Ubuntu. </p>",thunderbird;settings;,thunderbird,settings,en-US,1707698;,yves.maurischat
1489511,2025-01-30 00:05:29 -0800,2025-01-30 00:23:49 -0800,Spam in unread folder,"<p>Hello, is it possible to not show spam folders with new posts in the navigation pane &gt; aggregate unread folder? Respectively, I would prefer to instantly trash all new mails in spam folders for certain accounts. </p>",thunderbird;settings;needsinfo;,thunderbird,settings,en-US,1707689;,BunnyHop
