id,created,updated,title,content,tags,product,topic,locale,answers,creator
1404698,2023-02-08 16:29:00 -0800,2023-02-08 16:29:00 -0800,Email attachment of Excel files becomes symbol...,"<p>Someone send me an email with EXCEL attachment but the files I received using Thundermail mail client the attachments becomes symbols and cannot be opened. (see attached image) </p><p>The same email was also cc copy to my hotmail account and I can see the attachment from my hotmail which is an EXCEL file and I can open it and use it as normal. </p><p>Anyone know how to fix this?  </p><p>Other files like PDF, JPEG are no problem. </p><p>This problem only happen in one of the people who send me the Excel file, other people who send me Excel  I can read and open normally so far. </p>",other;,thunderbird,other,en-US,"",ykt2369
1404702,2023-02-08 17:41:59 -0800,2023-02-08 17:46:29 -0800,problema inserimento etichette,"<p>Buongiorno,  dopo la creazione di una nuova etichetta e l'assegnazione ad una mail, la stessa sparisce, la versione di thunderbird è l'ultima e la rete funziona. Grazie </p>",customize;,thunderbird,settings,it,1564757;,darkacc347
1404705,2023-02-08 18:20:21 -0800,2023-02-10 20:48:39 -0800,nella RUBRICA NUOVO CONTATTO non si può più salvare un numero telefonico,"<p>- nella Barra Menù è sparita la Rubrica che è stata spostata nelle ""tendina"" Strumenti, perchè?  - nella Rubrica quando si aggiunge un Nuovo Contatto non c'è più la casella per memorizzare un numero telefonico, ma solo ""siti web"" con predefinita la sigla https://, perchè? </p>",other;,thunderbird,other,it,1564762;1564816;1564984;1565098;,franz.miretti
1404709,2023-02-08 19:21:12 -0800,2023-02-08 19:21:12 -0800,Path Destination is Server Folder,"<p>Hi all Our Company have many Servers and we can see it in Windows File Explorer, like L:\, G:\ W:\ I copy the folder full path like T:\asset\common\ and paste in mail use Ctrl + K. But when I click the hyperlink, it will appear a dialog to select program to open it Can it Setup like windows livemail, folder path will open use File Explorer,  image path will open use photo viewer...etc&nbsp;? </p><p>now i only can copy the path in mail, and paste to File Explorer </p><p>Thanks all </p>",customize;,thunderbird,settings,en-US,"",erts.prime
1404711,2023-02-08 19:29:20 -0800,2023-02-08 23:02:35 -0800,Add email address to account,"<p>david Feb 8, 2023, 12:10:43 AM  If I understand correctly, the two accounts will be visible in left side, each with separate inbox, sent folder, etc. You can toggle between the two by clicking the desired folder to access.  </p><p>I don't necessarily need the 2 accounts side by side but merely the ability to toggle between the two </p>",other;,thunderbird,other,en-US,1564780;,philipinjozi
1404714,2023-02-08 19:48:47 -0800,2023-02-08 23:00:23 -0800,Keeping current emails & folders when connecting a new email account,"<p>Hello! Not sure if I selected the best topic for my question. </p><p>I've been using Thunderbird with absolutely no problems for quite a few years. Love it! I will be changing internet providers and will not be able to keep my current email address so I created a new Gmail address. I know there's info on how to connect the Gmail account to my Thunderbird installation, which I will attempt to do. However, from my current email provider I have thousands of emails and quite a few folders and I would like to keep all those emails and folders in my Thunderbird after I leave the provider even though it will be disconnected. Like historical information I suppose. Is this possible in Thunderbird? I know I will disconnect from current provider in the connection settings, but when I connect to Gmail, will my emails and folders still remain? </p><p>I hope I explained my question ok, thanks in advance for any advice. </p>",download-and-install_1;,thunderbird,installation-and-updates,en-US,1564779;,christiedknoxby2
1404719,2023-02-08 20:57:01 -0800,2023-02-08 20:57:01 -0800,Migrating events and tasks,"<p>Running Thunderbird 102.7.2 (64-bit). </p><p>When I copy old local.sqlite file to newly created C:\Users\User\AppData\Roaming\Thunderbird\Profiles\r1v9h1uu.default-release\calendar-data, it doesn't update my clendar with niether events nor tasks. </p><p>Local.sqlite file has over 4 MB. I've opened it via online viewer and can see my events and tasks in it. </p><p>Please advise. </p>",calendar;,thunderbird,calendar,en-US,"",amarpap
1404732,2023-02-08 23:24:25 -0800,2023-02-08 23:36:56 -0800,Exports for lightning/calendar and address books not working,"<p>Installed new 102.7.2 64 bit Thunderbird as a new install, not upgrade.  </p><p>Have old 102.6.1 64 bit version that keeps taking 10 seconds to halt/spinning circle with calendar and address books. Upgrading it. Export of calendar (2x) shows a file of 3.31MB, from old version. New version imports but shows nothing on the calendar. Export of all address books doesn't show any of my lists.  </p><p>Any ideas?  </p><p>Thanks,  </p><p>Vic </p>",download-and-install_1;,thunderbird,installation-and-updates,en-US,1564790;,nichollsvi2
1404733,2023-02-08 23:27:05 -0800,2023-02-09 00:16:42 -0800,Add a New Account,"<p>david Feb 8, 2023, 11:02:35 PM </p><p>Yes, exactly. When you create the second account, it will all be immediately visible to you.  </p><p>Thank you, all is sorted now </p>",other;,thunderbird,other,en-US,1564791;,philipinjozi
1404734,2023-02-08 23:41:24 -0800,2023-02-09 07:35:45 -0800,"When I open an email message, it automatically goes to the ""reply"" or ""write"" mode","<p>I found the issue, archived from 2021, which describes my problem, quoted below. But the solution ( inbox set to drafts) doesn't help for me. It's been happening fr a while - sort of crept up on me so I'm not sure when it happened. </p><p>The issue appears to be the same as...... </p><p>___________________________________________________________________________________________________________ <em>Patt Opdyke </em> 2/11/21, 5:28 PM </p><p>When I open an email message, it automatically goes to the ""reply"" or ""write"" mode.  I can't just view the email.  This means that I can't open links in an email.  This just started happening.  How do I fix this?<em> </em> ___________________________________________________________________________________________________________ My inbox is set to local folders. It happens to any email, irrespective of the email account it's come from. It happens in my log in on the family PC. Not in my wife's email  accounts in her log in. I've tried trouble shooting mode in case it's an add-on. This makes no difference. Win 10 TB version 102.7.2 . I've done a screenshot. I double clicked on a message in my inbox (chosen at random, but safe to display publicly) Help would be appreciated. </p>",other;,thunderbird,other,en-US,1564840;,terrybernstein
1404736,2023-02-08 23:51:32 -0800,2023-02-09 01:47:38 -0800,unable to send & receive emails,"<p>Our office has been using Thumderbird for our emails for several years now, just recently, we have been unable to receive or send emails on some of our computers. </p>",other;,thunderbird,other,en-US,1564800;,denise40
1404737,2023-02-08 23:55:51 -0800,2023-02-09 18:21:18 -0800,Nastavení odpovědního mailu,"<p>Dobrý den, rád bych si na určité období nastavil odpovědní mail ohledně nepřítomnosti. </p><p>Děkuji </p><p>Radek Konečný tel.605264001 </p>",other;,thunderbird,other,cs,1564961;,radek.konecny
1404740,2023-02-09 00:22:02 -0800,2023-02-09 00:23:12 -0800,Managing forwarding to multiple e-mails,"<p>I'm running a general e-mail on a company, and I have to forward incoming e-mail from various clients to their respective account manager/sales person or other.  </p><p>What I have done for the past year is create filters for each client that forward automatically, and it works ok, but doesn't provide me with much flexibility. I can't quickly change all of the clients that are forwarding to a determined e-mail/sales person, for this to happen I would need to change each filter individually. </p><p>I've thought of using an add-on like Auto Tag, so I can assign the clients e-mail to their respective account manager for all incoming e-mail, and then have only a filter for each tag, so then I would be able to at least switch all e-mail assigned to that person with one filter. </p><p>I would appreciate suggestions on how I can achieve more flexibility and easier management. </p><p>Thank you. </p>",customize;,thunderbird,settings,en-US,"",yellowmatter
1404741,2023-02-09 00:32:22 -0800,2023-02-09 00:32:22 -0800,Emails don't download I use POP3 it has worked just fine for years. Asks for a password to enter the email did the primary password that gets the program but nothing else. I am using 102.6.1 did try 102.7.1 and had more errors so I went back to 102.6.1 .,<p>Help me figure out how to get my Thunderbird program to let me in and download messages. I put in a primary password and that seems to work but the account passwords I do not know and now there isn't a Saved Identity or password in that box? I have  a real frustration with this. I was on 102.6.1 and in this process I saw there was an update to 102.7.1 so I downloaded it but it made even more problems and then I read a page that the BETA people had lots of problems with this and it doesn't seem to be fixed so I removed it and went back to 102.6.1 and nothing has changed. </p>,other;,thunderbird,other,en-US,"",linmann1
1404742,2023-02-09 00:32:46 -0800,2023-02-09 02:17:15 -0800,Thunderbird pauses while drafting an email,<p>Thunderbird lags or pauses while composing an email.  Sometimes significantly.   I have found that If I disconnect from the internet this does not happen.  Is TBird send data out while composing?  Is there a viable solution?  Thank you for any assistance </p>,fix-problems;,thunderbird,troubleshooting,en-US,1564804;,michaelr2
1404743,2023-02-09 00:39:07 -0800,2023-02-09 00:40:33 -0800,shortcuts CTRL + SHIFT + R - sth strange,<p>Starting from today I've noticed very strange function when I try to CTRL + SHIFT + R. So far Answer to all recepients. But from today it does that message disappears and the dialog window is shown with info and option: Mark messages as read from &lt;empty_field&gt; till &lt;today's_date&gt;.  When I try to find the message which disappeared I can find it in search results and its location is a directory: 2023. I haven't created this directory. When I try to use combination CTRL + SHIFT + R when chosen message moved to 2023 (search results) message dissapears again but for good (of course dialog window as described before is shown again). Has any body experienced the same? Any clues what happened? Any new update? How to restore proper action for CTRL + SHIFT + R? </p>,other;keyboardshortcuts;,thunderbird,other,en-US,"",mirek1
1404746,2023-02-09 01:08:24 -0800,2023-02-09 01:08:24 -0800,Move sent emails to another folder,"<p>When I move an already successfully sent email from folder ""sent"" to another folder, the email disappears in the ""sent"" folder (which should be o.k.), but is not visible in the destination folder. When I afterwards search for that email, it can be found an opened from the search window. When I copy the email to another folder, it remains in the ""sent"" folder, but does not appear in the destination folder. Same is true with all Add-ons disabled. </p><p>Thunderbird version 102.7.2 Windows 10  POP3 EMail Provider: gmx Antivirus: Avast v. 22.12 Firewall: Microsoft </p>",other;,thunderbird,other,en-US,"",heinz.melion
